ticket_id,created_at,category,priority,description,resolution_time_hours,satisfaction_score
2393,2025-06-09 13:47,Email,Low,Emails to external clients are bouncing back,5.5,3.7
2394,2025-06-09 17:17,Account_Access,Low,Locked out of my account after password expired,2.9,4.2
2395,2025-06-09 12:48,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,10.5,3.1
2396,2025-06-09 13:08,Printer,Medium,Can't add the new printer to my laptop,7.6,3.3
2397,2025-06-09 07:49,Network_VPN,High,VPN keeps disconnecting every few minutes,1.7,4.0
2398,2025-06-10 14:18,Network_VPN,Medium,Wi-Fi drops constantly in the east building,8.9,2.0
2399,2025-06-10 15:11,Account_Access,High,Locked out of my account after password expired,1.2,3.7
2400,2025-06-10 13:12,Account_Access,High,Locked out of my account after password expired,3.2,3.9
2401,2025-06-10 16:40,Hardware,High,Laptop won't power on at all,21.1,3.8
2402,2025-06-10 10:59,Software,Low,Application keeps crashing on launch,14.4,2.4
2403,2025-06-10 13:33,Network_VPN,High,VPN keeps disconnecting every few minutes,1.5,3.6
2404,2025-06-10 13:41,Account_Access,Medium,Need access to the shared finance drive for a project,3.8,2.1
2405,2025-06-10 13:15,Network_VPN,Medium,VPN keeps disconnecting every few minutes,6.5,4.0
2406,2025-06-10 12:13,Account_Access,Low,Locked out of my account after password expired,2.2,4.5
2407,2025-06-10 14:23,Account_Access,High,Forgot my password and self-service reset isn't working,0.8,3.8
2408,2025-06-10 09:21,Account_Access,Low,Locked out of my account after password expired,2.2,4.3
2409,2025-06-10 10:41,Account_Access,High,Forgot my password and self-service reset isn't working,2.1,4.4
2410,2025-06-10 18:38,Account_Access,Medium,New hire needs accounts provisioned before start date,5.6,2.2
2411,2025-06-10 10:45,Network_VPN,Critical,VPN client won't launch after latest update,3.4,4.7
2412,2025-06-10 18:30,Hardware,Low,Laptop won't power on at all,50.4,2.5
2413,2025-06-11 11:57,Hardware,Low,Battery drains fully within an hour,33.5,4.3
2414,2025-06-11 13:04,Email,High,Outlook stuck in offline mode,3.0,4.6
2415,2025-06-11 16:17,Hardware,Critical,Laptop fan is extremely loud and it's overheating,12.6,3.5
2416,2025-06-11 18:12,Software,Low,Application keeps crashing on launch,23.3,2.1
2417,2025-06-11 08:10,Printer,Medium,Can't add the new printer to my laptop,5.5,2.8
2418,2025-06-11 11:13,Hardware,Medium,Laptop fan is extremely loud and it's overheating,61.5,2.6
2419,2025-06-11 15:29,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",8.9,2.0
2420,2025-06-11 11:35,Hardware,Medium,Laptop fan is extremely loud and it's overheating,65.0,2.4
2421,2025-06-11 09:56,Network_VPN,Low,"Cannot connect to VPN, authentication failed error",6.1,3.6
2422,2025-06-11 10:52,Account_Access,Medium,Need access to the shared finance drive for a project,5.2,3.0
2423,2025-06-11 12:20,Account_Access,Low,Locked out of my account after password expired,3.5,2.9
2424,2025-06-11 11:20,Network_VPN,Medium,VPN client won't launch after latest update,5.3,4.8
2425,2025-06-11 09:16,Security,Critical,Received a suspicious email asking for my password,0.8,4.9
2426,2025-06-11 11:55,Security,Critical,Received a suspicious email asking for my password,1.4,4.9
2427,2025-06-12 10:37,Software,Low,Software freezes whenever I try to export a file,15.0,2.5
2428,2025-06-12 12:09,Software,Low,Requesting install of project management tool,11.6,4.6
2429,2025-06-12 09:12,Email,Medium,"Mailbox full, can't send or receive email",6.6,3.2
2430,2025-06-12 09:52,Software,Medium,Application keeps crashing on launch,8.2,3.7
2431,2025-06-12 14:58,Hardware,Medium,Laptop fan is extremely loud and it's overheating,31.2,4.1
2432,2025-06-12 07:38,Software,Low,Requesting install of project management tool,16.4,3.1
2433,2025-06-12 17:59,Network_VPN,Low,Very slow network speeds on corporate Wi-Fi,10.7,3.1
2434,2025-06-12 16:00,Network_VPN,High,"Cannot connect to VPN, authentication failed error",2.5,4.9
2435,2025-06-12 12:54,Printer,High,Printer on 3rd floor is offline,0.9,4.6
2436,2025-06-12 09:19,Software,Low,Application keeps crashing on launch,20.1,3.3
2437,2025-06-12 15:07,Account_Access,Medium,Need access to the shared finance drive for a project,4.2,2.4
2438,2025-06-12 13:09,Network_VPN,Low,VPN keeps disconnecting every few minutes,6.6,2.8
2439,2025-06-12 17:18,Network_VPN,Low,"Cannot connect to VPN, authentication failed error",7.6,2.2
2440,2025-06-12 14:10,Account_Access,Medium,Requesting elevated access to the deployment pipeline,4.9,3.4
2441,2025-06-12 16:21,Security,Medium,Think I clicked a phishing link by accident,5.8,2.5
2442,2025-06-12 15:21,Network_VPN,High,VPN keeps disconnecting every few minutes,4.3,3.8
2443,2025-06-12 11:22,Software,Low,Requesting install of project management tool,18.6,2.5
2444,2025-06-12 18:51,Email,High,Outlook stuck in offline mode,4.0,4.9
2445,2025-06-12 09:20,Network_VPN,High,VPN keeps disconnecting every few minutes,6.4,4.7
2446,2025-06-12 08:07,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,5.3,4.2
2447,2025-06-12 13:22,Software,Low,License activation error on design software,13.1,2.2
2448,2025-06-12 17:21,Account_Access,Medium,Requesting elevated access to the deployment pipeline,5.9,2.9
2449,2025-06-12 14:34,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",8.5,2.8
2450,2025-06-12 16:49,Hardware,Medium,Battery drains fully within an hour,52.1,2.6
2451,2025-06-12 07:23,Software,Medium,Application keeps crashing on launch,11.7,3.5
2452,2025-06-12 09:18,Software,High,Application keeps crashing on launch,1.7,4.0
2453,2025-06-12 10:03,Hardware,Critical,Laptop fan is extremely loud and it's overheating,19.5,3.9
2454,2025-06-12 07:44,Printer,High,Printer on 3rd floor is offline,3.1,4.1
2455,2025-06-13 09:01,Account_Access,Medium,Locked out of my account after password expired,2.4,4.8
2456,2025-06-13 13:09,Network_VPN,Low,"Cannot connect to VPN, authentication failed error",4.9,4.4
2457,2025-06-13 11:30,Printer,Medium,Can't add the new printer to my laptop,6.7,3.0
2458,2025-06-13 08:09,Hardware,Medium,Screen cracked after laptop bag fell,55.1,2.0
2459,2025-06-13 13:53,Network_VPN,High,VPN keeps disconnecting every few minutes,2.0,3.7
2460,2025-06-13 15:19,Hardware,High,Docking station won't detect external monitor,32.2,4.9
2461,2025-06-13 13:08,Software,High,Requesting install of project management tool,4.1,3.6
2462,2025-06-13 18:35,Printer,Medium,Can't add the new printer to my laptop,3.9,3.8
2463,2025-06-13 17:25,Software,High,Need Adobe Acrobat installed for contract review,6.4,4.0
2464,2025-06-13 11:06,Email,Low,Emails to external clients are bouncing back,6.0,2.6
2465,2025-06-13 11:10,Network_VPN,High,Wi-Fi drops constantly in the east building,5.7,3.5
2466,2025-06-13 10:35,Hardware,Medium,Laptop won't power on at all,24.9,4.9
2467,2025-06-13 07:36,Account_Access,Medium,Locked out of my account after password expired,2.5,4.4
2468,2025-06-13 07:22,Security,Low,My laptop is acting strange after opening an attachment,3.4,3.4
2469,2025-06-13 12:08,Printer,Medium,Can't add the new printer to my laptop,4.4,2.6
2470,2025-06-13 15:51,Software,Medium,Need Adobe Acrobat installed for contract review,22.3,2.8
2471,2025-06-13 07:18,Printer,Medium,Printer on 3rd floor is offline,4.8,2.9
2472,2025-06-13 10:56,Network_VPN,Low,Very slow network speeds on corporate Wi-Fi,9.1,3.4
2473,2025-06-13 15:46,Account_Access,High,Need access to the shared finance drive for a project,0.9,4.9
2474,2025-06-13 12:18,Software,High,Software freezes whenever I try to export a file,4.9,4.7
2475,2025-06-13 10:13,Account_Access,Low,Requesting elevated access to the deployment pipeline,4.9,3.0
2476,2025-06-14 07:09,Software,Medium,Application keeps crashing on launch,23.9,2.1
2477,2025-06-14 08:31,Printer,Medium,Printer is printing blank pages,7.8,3.2
2478,2025-06-14 16:23,Network_VPN,Medium,Wi-Fi drops constantly in the east building,6.6,2.1
2479,2025-06-14 14:16,Account_Access,Low,Locked out of my account after password expired,5.1,2.4
2480,2025-06-15 12:54,Software,High,Application keeps crashing on launch,12.2,4.2
2481,2025-06-15 12:32,Account_Access,High,Requesting elevated access to the deployment pipeline,3.0,3.7
2482,2025-06-15 11:56,Email,Medium,Outlook stuck in offline mode,8.0,2.8
2483,2025-06-16 07:09,Software,Medium,Need Adobe Acrobat installed for contract review,11.8,4.7
2484,2025-06-16 10:24,Email,Medium,Outlook stuck in offline mode,7.3,3.3
2485,2025-06-16 14:06,Email,Medium,"Mailbox full, can't send or receive email",6.7,2.8
2486,2025-06-16 10:25,Network_VPN,Critical,VPN keeps disconnecting every few minutes,3.5,4.7
2487,2025-06-16 18:30,Account_Access,Medium,Forgot my password and self-service reset isn't working,4.5,2.3
2488,2025-06-16 17:13,Network_VPN,Low,Very slow network speeds on corporate Wi-Fi,5.5,4.2
2489,2025-06-16 12:50,Account_Access,Critical,Locked out of my account after password expired,1.6,3.6
2490,2025-06-16 17:27,Hardware,Medium,Docking station won't detect external monitor,34.5,3.5
2491,2025-06-16 11:55,Account_Access,Low,Need access to the shared finance drive for a project,2.4,4.1
2492,2025-06-16 07:05,Printer,Medium,Can't add the new printer to my laptop,6.3,2.4
2493,2025-06-16 12:26,Email,Medium,Not receiving any emails since this morning,8.4,2.2
2494,2025-06-17 16:24,Hardware,Critical,Battery drains fully within an hour,11.4,4.9
2495,2025-06-17 12:42,Email,Low,Emails to external clients are bouncing back,7.9,2.9
2496,2025-06-17 14:55,Security,Low,Antivirus is flagging a file I downloaded,5.6,3.4
2497,2025-06-17 09:40,Account_Access,Medium,Requesting elevated access to the deployment pipeline,4.9,3.5
2498,2025-06-17 13:44,Hardware,Low,Laptop fan is extremely loud and it's overheating,34.8,5.0
2499,2025-06-17 10:43,Hardware,High,Battery drains fully within an hour,11.3,3.8
2500,2025-06-17 11:32,Software,Medium,Need Adobe Acrobat installed for contract review,13.8,2.5
2501,2025-06-17 13:22,Email,High,"Mailbox full, can't send or receive email",3.9,4.2
2502,2025-06-17 09:29,Account_Access,Medium,New hire needs accounts provisioned before start date,5.9,2.5
2503,2025-06-17 11:54,Hardware,High,Battery drains fully within an hour,9.5,4.2
2504,2025-06-17 08:05,Software,Medium,Requesting install of project management tool,19.2,3.4
2505,2025-06-17 08:31,Printer,Low,Printer on 3rd floor is offline,2.8,4.9
2506,2025-06-17 17:18,Printer,Medium,Printer on 3rd floor is offline,5.4,3.2
2507,2025-06-17 10:54,Email,Medium,Emails to external clients are bouncing back,6.6,2.6
2508,2025-06-17 17:45,Hardware,Medium,Laptop won't power on at all,62.2,2.7
2509,2025-06-17 11:17,Printer,Low,Can't add the new printer to my laptop,4.7,2.3
2510,2025-06-17 17:15,Email,Medium,Outlook stuck in offline mode,9.4,3.4
2511,2025-06-17 15:52,Network_VPN,Low,Very slow network speeds on corporate Wi-Fi,4.5,4.7
2512,2025-06-17 10:35,Printer,Low,Printer is printing blank pages,7.8,3.5
2513,2025-06-17 16:27,Security,High,Think I clicked a phishing link by accident,1.6,3.6
2514,2025-06-17 15:10,Network_VPN,Critical,Very slow network speeds on corporate Wi-Fi,1.5,4.9
2515,2025-06-17 16:50,Hardware,High,Laptop won't power on at all,8.3,3.7
2516,2025-06-17 08:05,Hardware,High,Screen cracked after laptop bag fell,9.4,4.0
2517,2025-06-18 08:36,Hardware,Medium,Laptop fan is extremely loud and it's overheating,53.8,2.8
2518,2025-06-18 09:15,Hardware,Critical,Battery drains fully within an hour,14.8,4.7
2519,2025-06-18 13:49,Software,Low,Application keeps crashing on launch,16.5,2.4
2520,2025-06-18 17:37,Account_Access,Medium,Locked out of my account after password expired,5.7,2.9
2521,2025-06-18 11:16,Email,Medium,"Mailbox full, can't send or receive email",7.5,2.2
2522,2025-06-18 10:25,Email,Low,"Mailbox full, can't send or receive email",9.0,3.4
2523,2025-06-18 10:43,Network_VPN,Medium,VPN keeps disconnecting every few minutes,8.0,2.9
2524,2025-06-18 11:00,Hardware,High,Screen cracked after laptop bag fell,19.3,3.7
2525,2025-06-19 12:30,Software,High,Software freezes whenever I try to export a file,2.3,4.0
2526,2025-06-19 10:38,Security,Medium,Received a suspicious email asking for my password,5.0,3.4
2527,2025-06-19 12:07,Network_VPN,Medium,VPN keeps disconnecting every few minutes,10.2,2.3
2528,2025-06-19 09:17,Email,Medium,"Mailbox full, can't send or receive email",5.1,4.6
2529,2025-06-19 11:29,Account_Access,Critical,Need access to the shared finance drive for a project,1.0,4.3
2530,2025-06-19 11:11,Printer,Low,Can't add the new printer to my laptop,7.7,3.4
2531,2025-06-19 16:19,Network_VPN,Critical,Wi-Fi drops constantly in the east building,1.3,4.7
2532,2025-06-19 13:38,Network_VPN,Critical,"Cannot connect to VPN, authentication failed error",2.3,4.8
2533,2025-06-19 16:22,Printer,Medium,Printer is printing blank pages,5.9,2.6
2534,2025-06-19 11:37,Account_Access,Medium,Locked out of my account after password expired,5.6,3.4
2535,2025-06-19 12:25,Hardware,High,Laptop fan is extremely loud and it's overheating,25.9,4.9
2536,2025-06-19 10:04,Network_VPN,High,"Cannot connect to VPN, authentication failed error",3.4,3.8
2537,2025-06-19 12:44,Account_Access,Medium,Forgot my password and self-service reset isn't working,5.2,2.2
2538,2025-06-20 15:04,Printer,Medium,Print jobs stuck in queue and won't clear,6.9,3.3
2539,2025-06-20 18:38,Hardware,Medium,Laptop fan is extremely loud and it's overheating,34.8,4.3
2540,2025-06-20 13:20,Security,High,Received a suspicious email asking for my password,2.3,4.5
2541,2025-06-20 11:26,Email,Medium,Emails to external clients are bouncing back,8.8,2.7
2542,2025-06-20 16:01,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,6.8,2.6
2543,2025-06-20 13:02,Account_Access,Critical,New hire needs accounts provisioned before start date,1.8,3.9
2544,2025-06-20 13:46,Email,Medium,"Mailbox full, can't send or receive email",3.8,4.2
2545,2025-06-20 12:31,Account_Access,High,Forgot my password and self-service reset isn't working,1.6,4.3
2546,2025-06-21 08:53,Network_VPN,High,Wi-Fi drops constantly in the east building,3.5,4.8
2547,2025-06-21 09:06,Account_Access,Low,New hire needs accounts provisioned before start date,3.0,4.7
2548,2025-06-21 12:52,Security,Medium,My laptop is acting strange after opening an attachment,2.5,4.6
2549,2025-06-21 07:07,Email,Critical,"Mailbox full, can't send or receive email",3.0,3.9
2550,2025-06-23 18:10,Network_VPN,High,Wi-Fi drops constantly in the east building,5.4,4.1
2551,2025-06-23 16:56,Security,Medium,My laptop is acting strange after opening an attachment,3.4,2.2
2552,2025-06-23 10:36,Email,High,Not receiving any emails since this morning,4.0,4.3
2553,2025-06-23 10:05,Hardware,Critical,Docking station won't detect external monitor,9.5,4.6
2554,2025-06-23 10:42,Account_Access,High,Forgot my password and self-service reset isn't working,1.5,4.8
2555,2025-06-23 10:00,Software,Medium,Application keeps crashing on launch,9.1,4.2
2556,2025-06-23 10:52,Software,High,Requesting install of project management tool,3.2,3.7
2557,2025-06-23 18:29,Software,Medium,Software freezes whenever I try to export a file,12.9,3.4
2558,2025-06-23 13:28,Software,Low,Software freezes whenever I try to export a file,10.0,4.9
2559,2025-06-23 09:43,Email,High,Emails to external clients are bouncing back,1.8,3.9
2560,2025-06-23 18:07,Account_Access,Medium,New hire needs accounts provisioned before start date,2.7,4.8
2561,2025-06-23 14:22,Account_Access,Low,Requesting elevated access to the deployment pipeline,2.3,4.5
2562,2025-06-23 15:27,Account_Access,Low,New hire needs accounts provisioned before start date,3.8,2.2
2563,2025-06-23 13:46,Hardware,Medium,Laptop won't power on at all,42.0,2.1
2564,2025-06-23 15:38,Security,High,Think I clicked a phishing link by accident,1.6,4.4
2565,2025-06-23 08:14,Hardware,Medium,Docking station won't detect external monitor,26.8,3.9
2566,2025-06-23 11:14,Network_VPN,Medium,VPN keeps disconnecting every few minutes,6.1,4.3
2567,2025-06-23 18:17,Email,Medium,Not receiving any emails since this morning,4.3,4.6
2568,2025-06-23 16:18,Hardware,High,Battery drains fully within an hour,15.8,3.9
2569,2025-06-23 18:19,Printer,Low,Printer on 3rd floor is offline,7.5,2.9
2570,2025-06-23 12:57,Email,Medium,Emails to external clients are bouncing back,8.0,2.2
2571,2025-06-23 11:56,Hardware,High,Laptop won't power on at all,18.5,3.5
2572,2025-06-24 14:55,Network_VPN,Medium,VPN keeps disconnecting every few minutes,11.8,2.9
2573,2025-06-24 11:53,Account_Access,Low,Locked out of my account after password expired,2.2,4.5
2574,2025-06-24 11:51,Account_Access,Low,New hire needs accounts provisioned before start date,2.7,3.6
2575,2025-06-24 17:31,Printer,Medium,Can't add the new printer to my laptop,4.6,2.8
2576,2025-06-24 15:49,Account_Access,Low,Requesting elevated access to the deployment pipeline,3.5,3.1
2577,2025-06-24 17:01,Software,Medium,Software freezes whenever I try to export a file,12.2,4.3
2578,2025-06-24 14:01,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,4.6,3.7
2579,2025-06-24 13:40,Account_Access,Medium,Requesting elevated access to the deployment pipeline,5.0,2.3
2580,2025-06-24 14:56,Network_VPN,High,Wi-Fi drops constantly in the east building,4.7,4.8
2581,2025-06-24 16:26,Hardware,Critical,Screen cracked after laptop bag fell,9.9,4.0
2582,2025-06-25 08:27,Account_Access,Medium,Locked out of my account after password expired,4.9,3.3
2583,2025-06-25 17:09,Printer,Low,Printer is printing blank pages,7.8,2.7
2584,2025-06-25 09:19,Hardware,High,Battery drains fully within an hour,13.9,4.3
2585,2025-06-25 11:52,Hardware,High,Laptop won't power on at all,4.5,3.6
2586,2025-06-25 07:03,Software,Medium,Need Adobe Acrobat installed for contract review,8.0,4.0
2587,2025-06-25 15:09,Account_Access,High,Forgot my password and self-service reset isn't working,2.7,4.3
2588,2025-06-25 08:18,Security,Medium,Antivirus is flagging a file I downloaded,5.0,2.6
2589,2025-06-25 13:27,Account_Access,High,Requesting elevated access to the deployment pipeline,1.2,4.5
2590,2025-06-25 09:36,Hardware,Critical,Laptop won't power on at all,19.6,4.4
2591,2025-06-25 11:08,Hardware,High,Screen cracked after laptop bag fell,8.7,4.7
2592,2025-06-25 17:29,Hardware,Medium,Battery drains fully within an hour,28.5,4.3
2593,2025-06-25 15:28,Hardware,High,Docking station won't detect external monitor,32.4,3.6
2594,2025-06-25 13:29,Software,High,Software freezes whenever I try to export a file,9.2,4.2
2595,2025-06-25 13:05,Hardware,High,Docking station won't detect external monitor,35.0,3.5
2596,2025-06-25 16:34,Printer,Medium,Printer is printing blank pages,5.8,2.6
2597,2025-06-25 17:00,Email,Low,Outlook stuck in offline mode,9.0,2.2
2598,2025-06-26 17:06,Printer,Medium,Can't add the new printer to my laptop,3.2,3.9
2599,2025-06-26 07:07,Account_Access,High,Locked out of my account after password expired,2.1,4.5
2600,2025-06-26 14:08,Printer,Medium,Printer on 3rd floor is offline,5.5,2.8
2601,2025-06-26 07:51,Account_Access,Medium,Need access to the shared finance drive for a project,3.3,3.5
2602,2025-06-26 08:33,Hardware,Medium,Battery drains fully within an hour,24.4,4.4
2603,2025-06-26 13:03,Network_VPN,Low,"Cannot connect to VPN, authentication failed error",4.5,4.3
2604,2025-06-26 15:16,Security,High,Antivirus is flagging a file I downloaded,3.2,4.7
2605,2025-06-26 17:01,Email,High,Not receiving any emails since this morning,3.8,4.1
2606,2025-06-26 14:30,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",10.0,2.8
2607,2025-06-26 13:24,Account_Access,Critical,Locked out of my account after password expired,1.2,4.5
2608,2025-06-26 11:29,Software,Medium,Need Adobe Acrobat installed for contract review,21.0,2.2
2609,2025-06-26 17:39,Network_VPN,Low,Very slow network speeds on corporate Wi-Fi,6.6,3.0
2610,2025-06-26 11:00,Hardware,Critical,Screen cracked after laptop bag fell,12.0,4.6
2611,2025-06-26 18:33,Security,High,Antivirus is flagging a file I downloaded,2.9,3.8
2612,2025-06-26 16:21,Hardware,Medium,Laptop won't power on at all,31.6,4.5
2613,2025-06-26 13:04,Hardware,Medium,Battery drains fully within an hour,60.7,2.5
2614,2025-06-26 16:45,Email,Medium,Not receiving any emails since this morning,6.7,3.0
2615,2025-06-26 12:37,Security,Medium,Antivirus is flagging a file I downloaded,3.4,3.4
2616,2025-06-26 10:06,Software,Low,Requesting install of project management tool,8.4,4.6
2617,2025-06-26 18:50,Software,High,Requesting install of project management tool,6.5,4.6
2618,2025-06-26 08:03,Account_Access,High,Need access to the shared finance drive for a project,1.6,5.0
2619,2025-06-26 12:38,Software,Low,Need Adobe Acrobat installed for contract review,20.0,2.7
2620,2025-06-27 17:36,Email,Medium,Emails to external clients are bouncing back,8.1,2.6
2621,2025-06-27 10:47,Software,Low,Application keeps crashing on launch,14.9,2.4
2622,2025-06-27 17:42,Network_VPN,High,VPN client won't launch after latest update,2.1,4.4
2623,2025-06-27 13:36,Network_VPN,High,VPN keeps disconnecting every few minutes,5.9,4.0
2624,2025-06-27 18:41,Hardware,Medium,Laptop won't power on at all,56.9,3.4
2625,2025-06-27 12:22,Hardware,High,Battery drains fully within an hour,23.4,4.2
2626,2025-06-27 17:24,Software,High,Software freezes whenever I try to export a file,10.2,4.2
2627,2025-06-27 14:14,Email,Low,"Mailbox full, can't send or receive email",7.0,2.2
2628,2025-06-27 11:24,Network_VPN,Medium,VPN client won't launch after latest update,6.0,4.9
2629,2025-06-27 15:36,Software,High,Need Adobe Acrobat installed for contract review,2.8,3.9
2630,2025-06-27 07:34,Account_Access,High,New hire needs accounts provisioned before start date,1.9,4.1
2631,2025-06-27 17:01,Software,Medium,Need Adobe Acrobat installed for contract review,23.0,3.5
2632,2025-06-27 09:13,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,6.9,3.1
2633,2025-06-27 10:31,Hardware,Critical,Screen cracked after laptop bag fell,15.3,4.8
2634,2025-06-27 07:22,Network_VPN,Critical,VPN client won't launch after latest update,2.9,4.6
2635,2025-06-27 15:30,Security,High,My laptop is acting strange after opening an attachment,2.2,3.6
2636,2025-06-27 10:41,Security,Critical,Antivirus is flagging a file I downloaded,0.6,4.2
2637,2025-06-27 07:59,Account_Access,Medium,Requesting elevated access to the deployment pipeline,5.4,3.5
2638,2025-06-27 18:01,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",10.9,3.0
2639,2025-06-27 18:27,Software,Medium,Need Adobe Acrobat installed for contract review,14.0,2.2
2640,2025-06-27 12:22,Hardware,Medium,Laptop won't power on at all,67.1,3.5
2641,2025-06-27 07:14,Network_VPN,Critical,Very slow network speeds on corporate Wi-Fi,1.7,3.6
2642,2025-06-27 18:15,Hardware,High,Laptop fan is extremely loud and it's overheating,37.7,3.5
2643,2025-06-27 12:22,Email,Low,"Mailbox full, can't send or receive email",6.5,2.4
2644,2025-06-27 17:07,Software,Critical,Application keeps crashing on launch,1.7,4.1
2645,2025-06-27 18:52,Software,Low,Need Adobe Acrobat installed for contract review,16.7,2.7
2646,2025-06-27 15:18,Account_Access,Medium,Need access to the shared finance drive for a project,3.3,2.6
2647,2025-06-27 15:06,Email,Medium,Emails to external clients are bouncing back,5.4,4.5
2648,2025-06-29 15:14,Email,Medium,Not receiving any emails since this morning,5.0,3.7
2649,2025-06-29 09:02,Account_Access,Medium,New hire needs accounts provisioned before start date,3.6,3.2
2650,2025-06-30 11:17,Software,Critical,Requesting install of project management tool,1.1,4.8
2651,2025-06-30 16:24,Software,High,License activation error on design software,2.0,3.9
2652,2025-06-30 09:42,Hardware,Medium,Docking station won't detect external monitor,26.5,3.8
2653,2025-06-30 07:58,Hardware,High,Laptop won't power on at all,5.1,4.6
2654,2025-06-30 16:13,Software,High,License activation error on design software,11.4,4.7
2655,2025-06-30 18:59,Printer,Medium,Printer is printing blank pages,6.0,3.3
2656,2025-06-30 17:18,Printer,Medium,Printer on 3rd floor is offline,5.7,3.4
2657,2025-06-30 11:10,Email,Medium,Not receiving any emails since this morning,8.2,3.2
2658,2025-06-30 07:17,Security,Critical,My laptop is acting strange after opening an attachment,1.8,3.7
2659,2025-06-30 12:36,Printer,Low,Printer is printing blank pages,4.1,4.3
2660,2025-06-30 17:51,Hardware,Medium,Laptop fan is extremely loud and it's overheating,37.2,3.9
2661,2025-06-30 11:54,Printer,Low,Printer on 3rd floor is offline,5.7,2.5
2662,2025-06-30 12:30,Network_VPN,Low,Very slow network speeds on corporate Wi-Fi,4.4,3.6
2663,2025-06-30 11:57,Software,Low,Software freezes whenever I try to export a file,8.8,4.9
2664,2025-06-30 11:16,Software,Critical,License activation error on design software,3.5,3.9
2665,2025-06-30 17:03,Email,Medium,Emails to external clients are bouncing back,4.8,4.8
2666,2025-06-30 12:02,Account_Access,Low,Locked out of my account after password expired,4.1,2.7
2667,2025-06-30 11:01,Software,Low,Application keeps crashing on launch,19.4,2.4
2668,2025-06-30 08:04,Software,Medium,License activation error on design software,8.6,3.9
2669,2025-07-01 17:26,Hardware,Low,Laptop fan is extremely loud and it's overheating,34.1,4.4
2670,2025-07-01 12:21,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,1.8,4.0
2671,2025-07-01 09:23,Security,High,Antivirus is flagging a file I downloaded,3.2,4.4
2672,2025-07-01 12:32,Network_VPN,Critical,"Cannot connect to VPN, authentication failed error",1.1,4.4
2673,2025-07-01 17:46,Printer,High,Printer is printing blank pages,1.9,4.4
2674,2025-07-01 16:32,Network_VPN,Critical,VPN keeps disconnecting every few minutes,3.6,5.0
2675,2025-07-01 07:38,Security,High,My laptop is acting strange after opening an attachment,0.8,4.8
2676,2025-07-01 16:18,Hardware,High,Laptop fan is extremely loud and it's overheating,14.8,3.8
2677,2025-07-01 14:20,Email,Medium,Outlook stuck in offline mode,8.5,2.5
2678,2025-07-01 13:23,Printer,Medium,Printer on 3rd floor is offline,5.1,3.4
2679,2025-07-01 16:14,Network_VPN,Medium,VPN client won't launch after latest update,11.3,3.0
2680,2025-07-01 15:15,Hardware,Medium,Docking station won't detect external monitor,63.8,3.5
2681,2025-07-01 11:21,Printer,Medium,Can't add the new printer to my laptop,6.2,2.9
2682,2025-07-01 14:40,Account_Access,Medium,Locked out of my account after password expired,4.1,2.2
2683,2025-07-01 08:26,Email,High,Emails to external clients are bouncing back,4.9,3.5
2684,2025-07-01 07:53,Account_Access,High,New hire needs accounts provisioned before start date,1.8,3.7
2685,2025-07-01 13:57,Hardware,Critical,Battery drains fully within an hour,6.3,4.8
2686,2025-07-01 08:21,Hardware,Medium,Battery drains fully within an hour,50.9,3.1
2687,2025-07-01 07:04,Email,Medium,Outlook stuck in offline mode,7.6,3.5
2688,2025-07-01 18:53,Printer,High,Printer is printing blank pages,3.9,4.4
2689,2025-07-01 16:58,Hardware,High,Docking station won't detect external monitor,28.9,4.6
2690,2025-07-01 17:41,Email,Medium,"Mailbox full, can't send or receive email",3.7,4.4
2691,2025-07-01 08:14,Hardware,Medium,Screen cracked after laptop bag fell,48.6,2.9
2692,2025-07-01 15:54,Account_Access,Low,Forgot my password and self-service reset isn't working,4.1,2.8
2693,2025-07-02 18:56,Account_Access,Medium,Requesting elevated access to the deployment pipeline,2.8,3.7
2694,2025-07-02 12:06,Security,High,Think I clicked a phishing link by accident,1.3,4.8
2695,2025-07-02 09:18,Account_Access,Low,Need access to the shared finance drive for a project,3.2,4.2
2696,2025-07-02 17:17,Security,Critical,Antivirus is flagging a file I downloaded,1.5,4.9
2697,2025-07-02 16:57,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",8.2,2.3
2698,2025-07-02 07:23,Network_VPN,Medium,VPN client won't launch after latest update,5.8,4.2
2699,2025-07-02 14:18,Account_Access,Medium,New hire needs accounts provisioned before start date,3.9,2.2
2700,2025-07-02 09:17,Email,Medium,"Mailbox full, can't send or receive email",6.4,2.4
2701,2025-07-02 10:46,Printer,High,Printer on 3rd floor is offline,3.5,4.6
2702,2025-07-02 15:43,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",6.4,4.4
2703,2025-07-02 18:50,Printer,High,Printer is printing blank pages,0.6,3.7
